monthly_spending_ratio,savings_ratio,income_level,fixed_commitments_ratio,goal_progress_ratio,goal_delay_ratio,expense_frequency,spending_variance,emergency_fund_ratio,income_growth_rate,income_stability,risk_level,target_class
0.8128,0.0168,0.5456,0.7739,0.2147,0.564,0.7401,0.7848,0.0539,-0.0237,0.4796,0.8119,0
0.8203,0.0234,0.53,0.7844,0.2193,0.6093,0.762,0.8274,0.0541,-0.0139,0.3768,0.7196,0
0.9195,0.0481,0.5566,0.7723,0.2584,0.5067,0.749,0.7004,0.1375,-0.0267,0.404,0.8907,0
0.9296,0.0203,0.4604,0.7113,0.2528,0.5578,0.793,0.7222,0.057,-0.0096,0.4264,0.7517,0
0.8968,0.0162,0.5702,0.723,0.2643,0.645,0.7524,0.7019,0.146,-0.0284,0.3608,0.8816,0
0.892,0.0569,0.5773,0.6663,0.2823,0.7562,0.7246,0.7075,0.0668,-0.0374,0.3521,0.822,0
0.7956,0.0297,0.4732,0.7622,0.2825,0.6901,0.8038,0.7439,0.0936,-0.0304,0.4489,0.8883,0
0.9461,0.0249,0.5993,0.658,0.294,0.7576,0.7942,0.7512,0.0821,-0.044,0.4049,0.7747,0
0.921,0.0308,0.5224,0.7798,0.2729,0.6748,0.8529,0.7469,0.0522,-0.0432,0.3418,0.7536,0
0.8697,0.018,0.4691,0.6823,0.2335,0.6558,0.8381,0.7528,0.1298,-0.0095,0.3055,0.7158,0
0.8819,0.0206,0.5127,0.6872,0.2947,0.6046,0.8368,0.7705,0.1,-0.0162,0.4426,0.7922,0
0.8514,0.0188,0.4927,0.7636,0.2039,0.5655,0.7355,0.846,0.0617,-0.0088,0.4286,0.8581,0
0.7806,0.0507,0.5382,0.735,0.3283,0.5094,0.8606,0.828,0.103,-0.0086,0.4537,0.8492,0
0.7552,0.0435,0.513,0.7633,0.2652,0.5721,0.8145,0.777,0.1454,-0.0075,0.3083,0.8031,0
0.9347,0.0561,0.4502,0.749,0.3103,0.5535,0.887,0.8023,0.1359,-0.0311,0.328,0.893,0
0.8726,0.0144,0.5834,0.7993,0.2549,0.6965,0.8765,0.7954,0.0692,-0.0367,0.4143,0.8206,0
0.8281,0.0334,0.5002,0.7404,0.2011,0.7491,0.7249,0.7658,0.1439,-0.0032,0.3705,0.8451,0
0.8106,0.0507,0.4513,0.7119,0.3201,0.5802,0.7678,0.741,0.1123,-0.0118,0.4238,0.8434,0
0.8035,0.0529,0.4937,0.7047,0.2663,0.5727,0.8898,0.817,0.0855,-0.0295,0.4966,0.8638,0
0.9043,0.0318,0.4775,0.6867,0.2722,0.7363,0.8162,0.8029,0.0708,-0.0151,0.4159,0.893,0
0.795,0.0547,0.5773,0.6822,0.3255,0.5022,0.7482,0.7646,0.1475,-0.0198,0.4782,0.8514,0
0.8822,0.0547,0.4645,0.7067,0.2727,0.5158,0.7353,0.8383,0.122,-0.0088,0.3857,0.7303,0
0.922,0.0571,0.5164,0.7948,0.2022,0.7064,0.7615,0.8132,0.0528,-0.0099,0.3057,0.822,0
0.8401,0.0397,0.5718,0.6701,0.2103,0.5507,0.721,0.8245,0.1401,-0.0103,0.4314,0.8758,0
0.899,0.0304,0.5282,0.6907,0.3235,0.5463,0.7651,0.826,0.0949,-0.0278,0.3961,0.8856,0
0.937,0.0149,0.543,0.6679,0.2864,0.5428,0.8174,0.7748,0.06,-0.0286,0.3116,0.7596,0
0.8441,0.0512,0.4517,0.7679,0.3006,0.7211,0.7952,0.7242,0.1334,-0.0032,0.319,0.8102,0
0.9489,0.0564,0.5082,0.6711,0.3311,0.7875,0.8173,0.7823,0.0869,-0.0334,0.4532,0.7258,0
0.8144,0.0214,0.4803,0.6553,0.2069,0.6082,0.7421,0.8106,0.0554,-0.0047,0.42,0.8654,0
0.8528,0.017,0.5965,0.6667,0.2391,0.5281,0.8427,0.7971,0.0519,-0.0239,0.4826,0.7452,0
0.7811,0.029,0.4802,0.7763,0.293,0.6278,0.8751,0.7196,0.1097,-0.0033,0.4102,0.8751,0
0.8788,0.0429,0.5074,0.6684,0.2151,0.7963,0.7658,0.7219,0.1273,-0.0366,0.4426,0.7819,0
0.9146,0.0136,0.4623,0.7359,0.2037,0.5468,0.834,0.7217,0.118,-0.0118,0.3584,0.7868,0
0.7831,0.0111,0.5143,0.7023,0.2656,0.632,0.857,0.7492,0.1254,-0.0238,0.4081,0.8404,0
0.8433,0.0422,0.5193,0.7898,0.305,0.5594,0.7804,0.7617,0.0634,-0.0334,0.3441,0.8412,0
0.7528,0.04,0.4541,0.7557,0.2437,0.5193,0.7923,0.8434,0.073,-0.0065,0.4772,0.8678,0
0.7688,0.0344,0.5598,0.6702,0.302,0.7578,0.7454,0.8201,0.0659,-0.0306,0.3402,0.8208,0
0.7724,0.0344,0.4787,0.7944,0.3129,0.5671,0.8004,0.7076,0.1198,-0.0076,0.3578,0.7076,0
0.8353,0.0296,0.5818,0.7432,0.265,0.6952,0.7749,0.8251,0.1264,-0.048,0.3703,0.8079,0
0.8024,0.0323,0.5001,0.6861,0.3487,0.7129,0.8474,0.7207,0.1189,-0.0169,0.3413,0.7113,0
0.8248,0.0544,0.5907,0.7978,0.2193,0.6775,0.7914,0.7105,0.0505,-0.0068,0.3309,0.8643,0
0.8312,0.0168,0.498,0.6853,0.2808,0.5963,0.751,0.8117,0.1043,-0.0247,0.3193,0.8173,0
0.8846,0.0192,0.5969,0.7073,0.3159,0.5389,0.7829,0.7102,0.1305,-0.0206,0.4813,0.8027,0
0.8193,0.0253,0.5199,0.6822,0.3105,0.7991,0.897,0.7395,0.0886,-0.0268,0.4286,0.7388,0
0.8098,0.0188,0.5642,0.7404,0.2724,0.6291,0.737,0.7744,0.0739,-0.0455,0.3374,0.7374,0
0.8456,0.0332,0.5257,0.7132,0.3213,0.7799,0.8097,0.7074,0.1044,-0.0026,0.407,0.7825,0
0.862,0.0377,0.5714,0.7274,0.3054,0.7936,0.7348,0.8319,0.0877,-0.0293,0.3175,0.8957,0
0.8391,0.0131,0.4677,0.6848,0.222,0.6817,0.8198,0.7539,0.1321,-0.041,0.484,0.7832,0
0.8328,0.0189,0.4774,0.7448,0.2395,0.7772,0.7557,0.7691,0.1409,-0.0161,0.4086,0.7106,0
0.9006,0.0184,0.5057,0.7699,0.2666,0.5057,0.8757,0.7221,0.1395,-0.0487,0.4212,0.8239,0
0.8299,0.0195,0.5846,0.7733,0.2086,0.5057,0.8129,0.7344,0.0616,-0.0225,0.3746,0.7563,0
0.8811,0.0165,0.4627,0.6741,0.3073,0.5294,0.796,0.7167,0.1229,-0.0343,0.4589,0.829,0
0.7677,0.0203,0.5525,0.7595,0.2021,0.7884,0.7423,0.8138,0.1495,-0.0006,0.3157,0.7875,0
0.8935,0.0442,0.5886,0.6627,0.2545,0.6894,0.7086,0.8106,0.0985,-0.0297,0.4932,0.8967,0
0.9014,0.011,0.4533,0.7322,0.3389,0.693,0.8544,0.7692,0.1055,-0.0156,0.3726,0.8015,0
0.9113,0.0113,0.5879,0.7802,0.2267,0.7002,0.7137,0.742,0.0939,-0.0359,0.463,0.8024,0
0.8431,0.0583,0.4952,0.7661,0.3258,0.6488,0.8097,0.7439,0.0617,-0.002,0.3901,0.7652,0
0.9465,0.0327,0.5944,0.7851,0.2443,0.6445,0.7584,0.7149,0.1435,-0.0438,0.3214,0.7434,0
0.81,0.0363,0.5382,0.749,0.2069,0.5826,0.7983,0.7569,0.0927,-0.0026,0.3463,0.7336,0
0.8935,0.0285,0.5326,0.795,0.2061,0.6315,0.7723,0.8158,0.0743,-0.0147,0.4113,0.7415,0
0.8256,0.0508,0.5267,0.756,0.215,0.578,0.8966,0.7468,0.1225,-0.0161,0.4054,0.7104,0
0.8046,0.0575,0.5122,0.7057,0.2409,0.6244,0.865,0.7824,0.0579,-0.0183,0.3069,0.8725,0
0.8765,0.0303,0.462,0.7846,0.3418,0.5815,0.8068,0.7687,0.1232,-0.0047,0.4494,0.7141,0
0.7629,0.0204,0.4844,0.7284,0.2547,0.7179,0.8414,0.7645,0.0728,-0.0208,0.4117,0.8799,0
0.7844,0.0505,0.5026,0.7043,0.2972,0.5179,0.745,0.8165,0.1218,-0.0435,0.4031,0.8586,0
0.8378,0.0456,0.4794,0.717,0.3295,0.7594,0.8723,0.7861,0.0639,-0.0458,0.4943,0.8762,0
0.7702,0.0282,0.5703,0.7443,0.3373,0.7662,0.7721,0.7492,0.1304,-0.0421,0.4173,0.7965,0
0.9152,0.0199,0.4774,0.762,0.2722,0.6363,0.8327,0.8441,0.1164,-0.0036,0.4972,0.8051,0
0.8889,0.0176,0.488,0.7523,0.2818,0.679,0.87,0.7589,0.1458,-0.0381,0.4541,0.7849,0
0.9188,0.044,0.4767,0.6887,0.2062,0.5929,0.7575,0.7142,0.1466,-0.015,0.3064,0.796,0
0.7988,0.0558,0.4823,0.6883,0.2591,0.6479,0.7369,0.7961,0.1184,-0.0354,0.3017,0.8665,0
0.8187,0.0399,0.5139,0.6965,0.2181,0.6567,0.7028,0.7976,0.0993,-0.0014,0.3582,0.8302,0
0.7724,0.0241,0.5536,0.782,0.2968,0.5148,0.7397,0.8452,0.053,-0.0464,0.3115,0.8196,0
0.9244,0.0433,0.4671,0.7873,0.3313,0.7085,0.884,0.7245,0.1005,-0.0292,0.476,0.8168,0
0.7829,0.0505,0.5176,0.7206,0.299,0.7728,0.8583,0.7236,0.0841,-0.0139,0.416,0.8051,0
0.8173,0.0383,0.5225,0.6559,0.2343,0.5829,0.8936,0.7044,0.0781,-0.026,0.3473,0.8018,0
0.8811,0.0102,0.4669,0.6831,0.294,0.5801,0.7185,0.7859,0.1228,-0.0028,0.319,0.8715,0
0.863,0.0156,0.4917,0.7104,0.2953,0.5932,0.8856,0.7346,0.1295,-0.0316,0.3107,0.8934,0
0.9308,0.0115,0.4708,0.7184,0.2921,0.7536,0.7054,0.7504,0.1288,-0.0363,0.4302,0.7721,0
0.8743,0.0462,0.5923,0.6685,0.2781,0.6975,0.7776,0.7725,0.1253,-0.0211,0.3243,0.8002,0
0.8699,0.0272,0.5002,0.7794,0.231,0.6683,0.8647,0.7395,0.1335,-0.0112,0.4899,0.8884,0
0.789,0.0584,0.5834,0.7132,0.2221,0.5436,0.7915,0.7278,0.0509,-0.0443,0.46,0.7428,0
0.916,0.0412,0.4797,0.7697,0.3181,0.5004,0.7469,0.7597,0.0501,-0.0441,0.4007,0.8993,0
0.8298,0.0286,0.4971,0.7809,0.2544,0.676,0.7514,0.8496,0.0605,-0.0069,0.3917,0.8126,0
0.8464,0.0167,0.4936,0.746,0.3196,0.7915,0.7559,0.8316,0.0837,-0.0037,0.4203,0.8398,0
0.8273,0.0403,0.574,0.7249,0.2888,0.5551,0.9,0.7174,0.0738,-0.0313,0.4341,0.7212,0
0.8714,0.059,0.5563,0.7163,0.236,0.7068,0.8205,0.7784,0.0978,-0.0417,0.4239,0.8325,0
0.8895,0.0571,0.4728,0.7371,0.254,0.7491,0.7816,0.7949,0.0992,-0.0186,0.3505,0.8776,0
0.7522,0.0348,0.4963,0.7137,0.2127,0.7396,0.7618,0.7067,0.1093,-0.0448,0.3298,0.7446,0
0.8909,0.0578,0.5331,0.6825,0.2049,0.7732,0.8288,0.8111,0.1457,-0.017,0.4366,0.7263,0
0.8393,0.0212,0.5607,0.6847,0.2167,0.5707,0.7989,0.8016,0.0955,-0.043,0.3927,0.7138,0
0.8586,0.04,0.4603,0.7263,0.2632,0.7567,0.8135,0.7824,0.111,-0.0185,0.3133,0.7906,0
0.8875,0.0438,0.4675,0.6766,0.3079,0.7716,0.8033,0.8272,0.0922,-0.0293,0.4135,0.8508,0
0.7517,0.0342,0.4778,0.7723,0.2771,0.763,0.7324,0.8184,0.1457,-0.0079,0.4129,0.7555,0
0.8898,0.0385,0.5858,0.6532,0.2103,0.5159,0.7495,0.7395,0.0829,-0.0427,0.4904,0.8411,0
0.8823,0.0152,0.5146,0.7219,0.2854,0.5931,0.8486,0.7099,0.0613,-0.0153,0.324,0.7577,0
0.8797,0.0209,0.5271,0.7427,0.2856,0.5394,0.7567,0.7125,0.0937,-0.0391,0.3852,0.7592,0
0.9413,0.0544,0.5576,0.6978,0.3307,0.7743,0.7889,0.7678,0.0949,-0.0069,0.469,0.8562,0
0.7964,0.0325,0.5325,0.69,0.2712,0.5719,0.7694,0.8197,0.0511,-0.0493,0.4422,0.8357,0
0.7919,0.0252,0.4772,0.7378,0.2293,0.7045,0.8849,0.7119,0.1099,-0.0082,0.4396,0.8179,0
0.9081,0.0559,0.5761,0.7095,0.2831,0.5219,0.7208,0.7397,0.0692,-0.0096,0.3885,0.7297,0
0.8577,0.0289,0.5169,0.7715,0.2668,0.6807,0.8814,0.8295,0.0771,-0.0225,0.3691,0.873,0
0.8346,0.0563,0.462,0.7252,0.3007,0.5761,0.7116,0.7235,0.13,-0.0089,0.3726,0.7958,0
0.8657,0.0283,0.4562,0.7807,0.207,0.6897,0.7524,0.7405,0.0706,-0.0293,0.4979,0.783,0
0.82,0.0137,0.5774,0.7452,0.2083,0.7039,0.8049,0.7646,0.0715,-0.0489,0.3964,0.8855,0
0.8816,0.0494,0.5315,0.6713,0.2694,0.7087,0.7271,0.7594,0.1013,-0.0496,0.3894,0.7176,0
0.9498,0.0282,0.5746,0.6658,0.2194,0.679,0.8347,0.8007,0.067,-0.0271,0.4368,0.88,0
0.8584,0.0308,0.5165,0.7956,0.3073,0.5758,0.8581,0.8132,0.0594,-0.0048,0.3701,0.7412,0
0.8158,0.0172,0.5019,0.7075,0.3278,0.5753,0.8934,0.7999,0.1337,-0.0483,0.4107,0.8705,0
0.8221,0.0315,0.5912,0.7759,0.2191,0.5532,0.7104,0.7727,0.1234,-0.01,0.4743,0.8738,0
0.851,0.0215,0.5149,0.6953,0.2865,0.5726,0.8648,0.7844,0.1486,-0.0006,0.3781,0.7772,0
0.8943,0.0417,0.5897,0.7466,0.2296,0.5172,0.8862,0.8417,0.1162,-0.0147,0.4671,0.7654,0
0.7605,0.035,0.4905,0.6812,0.2528,0.734,0.8974,0.7416,0.1281,-0.0186,0.4889,0.8816,0
0.9267,0.0325,0.531,0.6648,0.2586,0.7777,0.7187,0.774,0.0778,-0.0285,0.3229,0.7908,0
0.8754,0.0464,0.457,0.6672,0.3269,0.7083,0.8117,0.744,0.1489,-0.0477,0.3234,0.8958,0
0.7544,0.0195,0.4659,0.7502,0.2598,0.7206,0.7133,0.8491,0.1272,-0.0407,0.3096,0.7639,0
0.8959,0.0163,0.5061,0.7678,0.2999,0.5207,0.8466,0.7302,0.1248,-0.0092,0.3316,0.812,0
0.8621,0.0235,0.5622,0.7159,0.2677,0.6434,0.8785,0.7257,0.1304,-0.0414,0.4673,0.7983,0
0.8138,0.0341,0.5383,0.7773,0.2558,0.6387,0.8987,0.7646,0.0566,-0.0204,0.3096,0.7137,0
0.788,0.0144,0.4967,0.761,0.2018,0.706,0.8623,0.76,0.0814,-0.035,0.3069,0.7892,0
0.7593,0.0544,0.5876,0.7384,0.264,0.6801,0.7683,0.7482,0.1408,-0.0172,0.4329,0.7446,0
0.7649,0.0369,0.4522,0.7604,0.259,0.657,0.868,0.8069,0.0726,-0.0132,0.4981,0.8955,0
0.7667,0.0184,0.4985,0.7389,0.2765,0.7438,0.7134,0.7732,0.05,-0.0496,0.4204,0.8198,0
0.8804,0.0344,0.5501,0.7431,0.2371,0.5746,0.79,0.848,0.1404,-0.0339,0.4563,0.7877,0
0.8427,0.0289,0.4781,0.7152,0.2412,0.7141,0.8559,0.7357,0.0901,-0.0258,0.3085,0.7984,0
0.8544,0.0443,0.5277,0.7756,0.2182,0.6535,0.7732,0.8157,0.13,-0.0012,0.4195,0.8187,0
0.7893,0.0225,0.4626,0.7283,0.2812,0.5665,0.7353,0.8012,0.0697,-0.0083,0.3989,0.7438,0
0.9428,0.0211,0.5121,0.7215,0.2988,0.538,0.733,0.7948,0.0553,-0.0284,0.3964,0.8166,0
0.8317,0.0315,0.4535,0.7936,0.3082,0.668,0.7537,0.7292,0.1372,-0.0447,0.3006,0.8275,0
0.9287,0.0397,0.5682,0.7618,0.2742,0.7178,0.7719,0.8306,0.0726,-0.0264,0.4474,0.8252,0
0.9227,0.0164,0.4547,0.6556,0.2423,0.785,0.7301,0.7169,0.1442,-0.0099,0.4112,0.8567,0
0.7643,0.0324,0.5509,0.7656,0.2054,0.5013,0.7766,0.7979,0.073,-0.0164,0.4435,0.8137,0
0.8305,0.0191,0.4732,0.7947,0.2359,0.5705,0.7284,0.7342,0.0995,-0.0249,0.4078,0.7972,0
0.8318,0.0288,0.4758,0.7048,0.3357,0.6109,0.8397,0.7516,0.1171,-0.044,0.4627,0.8873,0
0.8054,0.0472,0.5223,0.7987,0.2978,0.7332,0.803,0.7575,0.082,-0.0035,0.3314,0.7386,0
0.8052,0.0333,0.5755,0.6501,0.3473,0.7212,0.7136,0.7223,0.0614,-0.0423,0.302,0.8614,0
0.9352,0.0312,0.5567,0.7828,0.3207,0.7893,0.7775,0.7793,0.0839,-0.0414,0.3631,0.878,0
0.8372,0.0563,0.5069,0.728,0.2271,0.6702,0.8307,0.8457,0.1318,-0.0143,0.3804,0.8879,0
0.8856,0.0193,0.5368,0.7966,0.2032,0.5487,0.8255,0.7532,0.1029,-0.0191,0.3161,0.8253,0
0.9065,0.0422,0.5244,0.7415,0.2779,0.5592,0.8955,0.8423,0.0725,-0.0486,0.4024,0.7217,0
0.8974,0.0233,0.4726,0.7904,0.2182,0.7651,0.7136,0.8204,0.1042,-0.0114,0.3524,0.8393,0
0.832,0.0231,0.5938,0.6727,0.2515,0.5023,0.8833,0.807,0.1485,-0.0235,0.3086,0.741,0
0.8294,0.025,0.543,0.6901,0.3175,0.6322,0.7432,0.7716,0.0847,-0.0246,0.4665,0.7955,0
0.8554,0.0264,0.4524,0.7364,0.2256,0.5467,0.82,0.7424,0.0903,-0.0342,0.3741,0.8925,0
0.9074,0.059,0.5137,0.7446,0.2642,0.7342,0.7649,0.7393,0.1196,-0.0242,0.3881,0.7885,0
0.849,0.0307,0.472,0.7203,0.309,0.6769,0.7013,0.8184,0.1185,-0.0228,0.3235,0.7894,0
0.7862,0.0331,0.5165,0.7936,0.3414,0.6572,0.7949,0.8413,0.0859,-0.0391,0.3401,0.8695,0
0.7721,0.018,0.599,0.7303,0.2639,0.7651,0.7244,0.7636,0.1167,-0.0024,0.4189,0.7565,0
0.7658,0.0107,0.4959,0.7746,0.3395,0.6264,0.8955,0.8192,0.1237,-0.045,0.3136,0.7613,0
0.8186,0.0237,0.5372,0.7441,0.3097,0.7802,0.8453,0.7286,0.0891,-0.0067,0.4488,0.736,0
0.8947,0.0443,0.4823,0.7176,0.2816,0.6347,0.8328,0.7814,0.1466,-0.0288,0.3734,0.8075,0
0.7731,0.0251,0.5407,0.7955,0.338,0.6137,0.7841,0.7151,0.1036,-0.0198,0.4502,0.7526,0
0.8733,0.0317,0.5093,0.7936,0.2975,0.6944,0.7256,0.7665,0.0603,-0.0387,0.3933,0.8329,0
0.9284,0.0435,0.4661,0.7912,0.3188,0.5751,0.7554,0.7359,0.0776,-0.0321,0.3498,0.754,0
0.8665,0.0296,0.4895,0.678,0.2412,0.6623,0.8669,0.8467,0.0759,-0.018,0.4664,0.746,0
0.7591,0.0522,0.4804,0.6754,0.2179,0.5613,0.8285,0.8006,0.088,-0.0147,0.4078,0.8192,0
0.7906,0.0234,0.4575,0.7364,0.333,0.772,0.8568,0.8163,0.124,-0.0001,0.4656,0.8523,0
0.8234,0.0141,0.5398,0.7673,0.2192,0.5093,0.7194,0.7213,0.1085,-0.025,0.4362,0.7316,0
0.9381,0.033,0.4761,0.7381,0.2605,0.5467,0.7394,0.8358,0.0699,-0.0377,0.4571,0.7896,0
0.7649,0.056,0.4746,0.7092,0.2681,0.7523,0.85,0.8208,0.1069,-0.0242,0.3499,0.792,0
0.8315,0.0376,0.4685,0.7191,0.3125,0.7702,0.8012,0.8093,0.1398,-0.0178,0.3695,0.7484,0
0.8573,0.0461,0.5546,0.7308,0.2831,0.7613,0.8692,0.751,0.0916,-0.0341,0.406,0.868,0
0.8435,0.027,0.5682,0.7354,0.2967,0.7091,0.7925,0.7602,0.0865,-0.0083,0.3714,0.8212,0
0.9082,0.0572,0.4905,0.7526,0.2732,0.7469,0.7165,0.738,0.1378,-0.0357,0.4519,0.8889,0
0.9369,0.0177,0.5909,0.7789,0.3304,0.5961,0.7742,0.7672,0.0697,-0.016,0.3911,0.8594,0
0.8811,0.0288,0.5087,0.6915,0.2609,0.5413,0.8043,0.7462,0.1183,-0.0464,0.3803,0.8717,0
0.9159,0.0473,0.4695,0.6801,0.2267,0.5637,0.8536,0.8329,0.1383,-0.0154,0.4039,0.7497,0
0.9282,0.0261,0.5813,0.7029,0.2543,0.6047,0.8443,0.8114,0.1239,-0.0157,0.4983,0.8532,0
0.8666,0.0474,0.4579,0.6504,0.2427,0.5407,0.8253,0.7158,0.102,-0.0108,0.4376,0.7591,0
0.8502,0.0384,0.5002,0.656,0.2115,0.7989,0.7209,0.751,0.1488,-0.0332,0.4592,0.714,0
0.7922,0.0496,0.501,0.7671,0.2572,0.7766,0.8296,0.7437,0.0792,-0.0403,0.3784,0.7846,0
0.7556,0.059,0.579,0.7795,0.3151,0.5257,0.7317,0.806,0.0618,-0.0255,0.3857,0.8059,0
0.8216,0.0139,0.4951,0.6586,0.2846,0.5779,0.8776,0.8328,0.0704,-0.0298,0.3813,0.7348,0
0.9488,0.0597,0.5835,0.6703,0.2238,0.7609,0.8655,0.8163,0.0807,-0.0418,0.4644,0.8971,0
0.8809,0.0479,0.5261,0.6691,0.3366,0.538,0.8462,0.7055,0.1106,-0.0124,0.4301,0.8313,0
0.7925,0.0372,0.516,0.7633,0.2823,0.6676,0.7032,0.7894,0.059,-0.0156,0.3008,0.8498,0
0.8628,0.0258,0.5941,0.7197,0.2102,0.6004,0.7639,0.8268,0.1447,-0.0323,0.3715,0.8555,0
0.9121,0.0135,0.5473,0.7194,0.2136,0.7247,0.7508,0.823,0.0575,-0.0313,0.4744,0.7163,0
0.7896,0.0525,0.5856,0.7635,0.335,0.6929,0.8996,0.7129,0.1479,-0.0342,0.3438,0.8642,0
0.8289,0.0438,0.4826,0.7701,0.2111,0.6354,0.8397,0.7297,0.0641,-0.0061,0.4434,0.8154,0
0.9334,0.0154,0.4663,0.6837,0.2414,0.6627,0.8626,0.7829,0.0755,-0.0376,0.3643,0.8232,0
0.7597,0.02,0.5148,0.7551,0.2626,0.7175,0.8092,0.7306,0.0998,-0.0091,0.3654,0.7561,0
0.7946,0.0375,0.4748,0.6819,0.2648,0.573,0.851,0.7992,0.0818,-0.0159,0.3363,0.7587,0
0.7694,0.0436,0.5194,0.7089,0.2629,0.5498,0.8298,0.7646,0.1472,-0.0212,0.3489,0.881,0
0.9012,0.0593,0.5009,0.7568,0.2374,0.6245,0.7607,0.7148,0.1317,-0.0036,0.3043,0.8692,0
0.7774,0.038,0.5535,0.7064,0.3104,0.607,0.8925,0.724,0.0574,-0.0197,0.372,0.733,0
0.786,0.0351,0.4871,0.7284,0.3411,0.7298,0.8873,0.8404,0.1206,-0.0424,0.4556,0.7934,0
0.7545,0.0162,0.5093,0.7867,0.3411,0.6918,0.806,0.8012,0.1343,-0.0381,0.43,0.8378,0
0.7611,0.0505,0.5321,0.698,0.3497,0.5097,0.8507,0.8271,0.0845,-0.0155,0.3506,0.7879,0
0.821,0.034,0.4933,0.7148,0.2202,0.562,0.8979,0.7691,0.0521,-0.0123,0.3331,0.7888,0
0.8621,0.015,0.594,0.7295,0.2575,0.5647,0.7432,0.7348,0.1394,-0.0487,0.3864,0.7221,0
0.9436,0.0294,0.4839,0.7042,0.3158,0.5042,0.8342,0.7144,0.0823,-0.001,0.3096,0.7767,0
0.8241,0.0367,0.5398,0.7288,0.2464,0.6903,0.8359,0.842,0.101,-0.0264,0.4239,0.8261,0
0.7711,0.0232,0.5236,0.7233,0.2754,0.6289,0.8841,0.7079,0.0789,-0.0233,0.4568,0.8345,0
0.776,0.0451,0.5504,0.7149,0.2568,0.5953,0.8039,0.7342,0.1191,-0.0419,0.4305,0.8809,0
0.8392,0.0333,0.5782,0.7142,0.3321,0.6346,0.8371,0.7394,0.0614,-0.0047,0.4856,0.7131,0
0.7886,0.0148,0.4864,0.7426,0.2373,0.6551,0.7878,0.8479,0.0743,-0.0457,0.3826,0.7325,0
0.9145,0.042,0.4797,0.6701,0.3209,0.6013,0.7954,0.7873,0.0834,-0.0064,0.3205,0.7185,0
0.9489,0.0522,0.4557,0.7623,0.2229,0.7812,0.8718,0.7522,0.055,-0.0059,0.3971,0.7364,0
0.9484,0.0452,0.5858,0.6552,0.3,0.7614,0.7057,0.7057,0.1427,-0.006,0.3087,0.7189,0
0.8215,0.0509,0.5898,0.7023,0.2381,0.6806,0.8769,0.8183,0.065,-0.0051,0.3962,0.7813,0
0.9498,0.0226,0.4578,0.7864,0.3162,0.7591,0.7608,0.8266,0.0864,-0.0067,0.3738,0.882,0
0.9192,0.0265,0.5959,0.7051,0.2565,0.6735,0.7859,0.729,0.085,-0.0368,0.3307,0.816,0
0.7988,0.012,0.5626,0.7847,0.3437,0.5684,0.8708,0.7137,0.0542,-0.0484,0.4287,0.752,0
0.8817,0.0538,0.5043,0.7919,0.2522,0.7014,0.7519,0.764,0.0791,-0.0274,0.3815,0.8358,0
0.9058,0.0259,0.4992,0.7856,0.345,0.7408,0.8579,0.8175,0.1382,-0.0331,0.4674,0.7107,0
0.8181,0.0402,0.4868,0.783,0.2218,0.6468,0.89,0.7452,0.1023,-0.0381,0.4465,0.7657,0
0.8098,0.0487,0.4545,0.6815,0.2473,0.6653,0.8916,0.7562,0.0884,-0.0342,0.4042,0.7515,0
0.9061,0.0506,0.457,0.7079,0.2685,0.537,0.8481,0.7094,0.1,-0.0263,0.4032,0.848,0
0.8909,0.0403,0.4572,0.765,0.2976,0.6657,0.7041,0.7268,0.0892,-0.0275,0.3469,0.7225,0
0.8347,0.0168,0.5813,0.765,0.3108,0.7957,0.877,0.7495,0.0618,-0.0044,0.3359,0.8508,0
0.7668,0.0236,0.5407,0.7484,0.2678,0.5522,0.8636,0.7688,0.0661,-0.0162,0.4848,0.7682,0
0.7701,0.0473,0.5241,0.6704,0.2556,0.6804,0.7045,0.8046,0.1191,-0.0272,0.3005,0.8677,0
0.7522,0.0534,0.4821,0.6942,0.209,0.7637,0.8775,0.7084,0.1369,-0.0099,0.3185,0.8418,0
0.921,0.055,0.4944,0.7267,0.2212,0.5776,0.8438,0.8055,0.1489,-0.0483,0.3221,0.7427,0
0.8699,0.0203,0.5363,0.6529,0.3427,0.733,0.8752,0.7591,0.1113,-0.0345,0.3524,0.76,0
0.92,0.0593,0.4996,0.745,0.2172,0.631,0.8034,0.7389,0.0837,-0.0161,0.461,0.7426,0
0.9448,0.0453,0.4587,0.6548,0.2652,0.5715,0.7604,0.7054,0.0658,-0.0012,0.328,0.7106,0
0.9021,0.0436,0.4501,0.7164,0.345,0.6133,0.7696,0.7469,0.0625,-0.015,0.4809,0.8244,0
0.8888,0.0522,0.5433,0.7337,0.2344,0.7768,0.7644,0.8319,0.1324,-0.046,0.3544,0.7955,0
0.84,0.0374,0.5909,0.662,0.2751,0.7349,0.8388,0.8189,0.112,-0.0009,0.383,0.7182,0
0.8612,0.0193,0.509,0.6555,0.2048,0.7636,0.8417,0.7311,0.1082,-0.0103,0.3067,0.8883,0
0.8439,0.0363,0.5334,0.7604,0.2308,0.7875,0.8547,0.8148,0.1476,-0.0155,0.4529,0.8051,0
0.7817,0.0411,0.5881,0.6958,0.3081,0.67,0.8316,0.8173,0.1116,-0.0008,0.476,0.7997,0
